Cleaning_Method,Surface_Roughness_nm,Defect_Density_per_cm2,Etch_Rate_nm_per_min,Interface_Trap_Density_cm2_eV,Fixed_Oxide_Charge_C_per_cm2,Minority_Carrier_Lifetime_us,PN_Junction_Leakage_A_per_cm2,Gate_Oxide_Breakdown_MV_per_cm,Pit_Density_per_cm2
SC-1,1.1152223721372827,580826.7525944489,6.850099054557412,520686597399.0535,3.89700062112491e-06,24.627417042821946,7.418771613840704e-09,9.235921113841206,420.82570814169105
RCA-1,0.9185988899253306,314172.66698730504,5.9536537399421,308537639436.1566,3.2704949611647904e-06,18.253064348284592,6.152957406117105e-09,10.052244484270679,183.9730795858933
Piranha,1.0075969576484343,836003.4672197821,15.510624589087044,590898169834.981,6.622425147649215e-06,11.02437267458768,1.242657907219413e-08,9.606349921203524,921.8118777947427
UV/Ozone,0.2331572565670174,55202.28544630798,0.2822893867816451,196457367402.15347,2.074787414068559e-06,42.880276036336454,7.920211029929174e-11,12.566377611864647,55.67430461909095
Piranha,1.4380933227542816,672840.7250849052,4.619595916389455,472661585840.06854,4.49016361966746e-06,19.651932447900602,1.728488565152664e-08,7.000060387344709,212.359776653162
RCA-1,0.9626735938652915,420203.59205940744,10.2842710988685,330710001970.6647,4.539174968758418e-06,25.750159640729215,5.9179786328681385e-09,9.666829394816725,138.81865201181762
RCA-1,0.8048803995875061,242861.8037950983,7.751091035284001,300921557978.53894,4.64197588762801e-06,28.315249716058965,6.644197811918963e-09,9.882683579258968,308.6696897680939
SC-1,0.6005912072967434,552738.8527565007,13.02011177176701,326767266791.67255,4.626587837149679e-06,19.287448014599153,8.351288176187411e-09,8.910957880503501,384.52075025224644
HF Dip,0.38229396312711356,242831.86811167328,1.1389682131806227,327712823072.10077,3.3027907694642255e-06,48.54560129004413,1.3891239960806136e-09,10.970397746161877,96.59835056924706
UV/Ozone,0.2824210728339047,128736.34747619729,0.499590638685689,128599423308.56229,2.3524870952201293e-06,60.0119895222705,8.084852339096036e-11,12.098465430211307,60.581400895482304
SC-1,0.8316393628628661,395674.65519789234,13.399523226550224,446407297410.8203,4.827544826410438e-06,17.390566955832384,9.658309525646904e-09,7.839483449395093,802.0555009126782
UV/Ozone,0.2892808354672759,34978.007169995864,0.4847321831842718,171527840778.99817,1.3382957083880595e-06,45.61643833833241,6.284237594056171e-11,12.445983790998948,63.916182956855586
Piranha,1.4674595432281166,958143.0137811891,17.03602230916806,646434744494.669,6.641265475207058e-06,17.71390071355966,6.783673546164288e-09,7.6770725108365205,634.3420709209956
SC-1,1.0224189752119666,512120.3582660145,10.62001006423596,423196134792.87756,4.116259095989835e-06,21.468379732431274,3.5880858313402518e-09,7.64238881426732,452.78924507207324
Piranha,1.110919456693722,603064.6317512947,4.577350544099635,637568498216.2125,6.292039106567171e-06,11.23220641133564,2.3636426887638497e-08,6.487763336402583,837.042839929218
UV/Ozone,0.3576140766036584,50450.86238415728,0.8965473323508615,129997778071.3538,1.8421418904365826e-06,48.846748767329,5.228646644417049e-11,12.386785453340707,62.48082386721782
Piranha,1.1833592881115407,703879.5976921908,9.77970541101341,611734333107.481,5.926818021588139e-06,18.35006669063561,1.901948935354352e-08,8.988266590242485,830.1580726937236
RCA-1,0.8271143910473571,276441.06354973663,5.481186834372683,415321871662.71423,3.408695423102812e-06,16.01404987558869,4.922104634668868e-09,10.38128944286436,155.22341208418104
SC-1,0.7931794020906429,266385.4625797106,6.542764360764239,639560120771.3647,5.214390225227382e-06,19.33527381024139,8.484510805612777e-09,6.865097437971813,592.8868347505728
HF Dip,0.6342752868702486,181008.70209693693,1.101408704215165,234038910636.91815,3.0572391837728046e-06,52.281337683107665,1.0738277272115365e-09,10.608947654217491,187.48940966645335
SC-1,0.8341594920587648,432932.110402814,9.053845033795277,544281984466.1678,3.947435896985924e-06,8.310517738580295,1.1842100154893729e-08,8.412259973082302,959.8201194217652
SC-1,1.1251698426935426,620977.1907313229,6.20559990250216,683818148903.6682,4.015917311541777e-06,23.204742234106487,1.4633456127622702e-08,9.785034054462823,545.4005275279941
RCA-1,1.0451897699736097,303858.2676866783,6.628108126195989,247473240571.67267,4.844078003434433e-06,35.54237782925756,4.735364151692448e-09,10.791280874599252,177.48733012432194
HF Dip,0.5644254085681573,140043.29175083572,2.1874741807805447,157739531655.2613,3.644822314782104e-06,35.60890657079808,1.613598270081367e-09,11.292407820546176,170.67069011198805
HF Dip,0.5877016877605081,135696.22848570457,1.5194314323360494,184788169208.54755,2.738561435896999e-06,46.437198128507305,1.2036248581977796e-09,11.327059009460227,88.2765629951219
RCA-1,0.7745514338259527,414728.6928026879,7.6530921493063895,335032486432.6836,4.764950337202792e-06,29.410278451857735,4.377006534683771e-09,10.257224099813358,140.9550461928069
HF Dip,0.6659252497752459,176628.89670169447,2.406968955083662,164340081711.52576,2.9667365862725806e-06,45.57592506700997,1.0532719540437142e-09,10.620825155909813,80.77581091806623
HF Dip,0.48889662500915204,190790.87491930433,1.9575076465404488,245514674451.22797,3.9978367905610584e-06,48.75782620841508,6.709131662876039e-10,11.180497608369958,218.5556814477273
SC-1,1.2411511947161182,375760.53814525984,11.857753253413863,514834867918.11145,5.357297670097208e-06,25.759821954351438,2.0631885056101006e-08,8.012752794989568,215.71037191457975
Piranha,1.3897948465622663,590066.4068673017,5.846144736123403,537987165302.31433,5.459775029020825e-06,15.873518381211161,2.027252108131611e-08,9.245181876449708,545.2610146800125
RCA-1,1.1012662334317358,307662.4677679204,6.11918200569126,274698955858.22147,3.975021227302065e-06,28.931237690904844,1.3170562139614998e-09,9.734738483828384,196.00366580627835
HF Dip,0.4687384446522,230773.5783603331,1.9299121082607786,268322069944.07727,3.004876089618136e-06,37.88270451198757,9.854505695070758e-10,11.88856286332562,184.29473550953497
HF Dip,0.4666896502321882,217991.43329317405,1.590583286559362,160369044155.33347,3.129528225590697e-06,41.98374610794407,1.4370079199794293e-10,10.391678135898555,88.29623376134114
Piranha,0.9814448045181429,738537.744693649,12.716380793512492,442753693139.8784,7.510255725476476e-06,17.112196579960795,2.1274770867663477e-08,10.458814793175986,1003.0291466236467
UV/Ozone,0.22626951670461956,24925.410707869072,0.11459799371755142,93518821520.19513,2.347583405405979e-06,40.573045377635445,1.6342645200165924e-10,11.816262584233979,26.618466841167013
SC-1,1.1539043269784326,489168.6977715903,8.538235490399789,483298707928.1434,6.111882379170064e-06,19.58370195960236,5.770794051479053e-09,8.101948884108674,727.1597622716145
Piranha,1.1340474678025902,503162.8349519381,12.48727206365764,494330342879.9524,5.9805980173054594e-06,14.209399757344906,1.5894148946373333e-08,6.931808072640926,55.17695548717427
UV/Ozone,0.21410440229068708,169918.15954699038,0.917922091199384,160730387760.7014,1.803620900619396e-06,48.407704562994965,1.578970264703317e-10,11.746153432031711,45.78549606696974
Piranha,1.0147622225047144,687168.5190116141,7.728155630386594,656452777455.4441,6.363910487679563e-06,5.953079770675718,1.9828073565507234e-08,7.243022651105563,273.8722317137435
Piranha,1.2758902046118992,584147.6215873174,16.429194006818562,618486098389.6672,8.221652721319165e-06,13.202052797495236,1.920996311527477e-08,7.9060041596775585,677.1139973918418
RCA-1,0.7682569524558234,321398.70904468535,4.696365929209802,338926267906.1993,5.3578173587063554e-06,38.580006778270025,3.108205547085353e-09,10.835686418968287,643.4441778898563
UV/Ozone,0.27574437404977375,133586.890591492,0.41094341529666856,17024661744.619614,1.4719943714759826e-06,57.03264797684344,4.4533029249402416e-11,12.465583329901174,50.18920919331234
UV/Ozone,0.20782686648024395,73033.704790179,0.7974721059606161,132845102578.4849,1.723074014144432e-06,58.36179565864454,1.0850880295754101e-10,12.438692318407758,75.40879739931458
RCA-1,0.891981860061666,302765.13628582685,6.923643358350447,387058885506.244,3.6692798216224592e-06,28.072726526755485,4.834951786249786e-09,8.544902932591738,68.90953499274184
Piranha,0.49378220402838147,642501.1853474329,5.4187149357688655,492205856882.3222,5.1581806621773276e-06,7.090381988365063,2.4462091189679493e-08,8.826330902906166,1049.7806553020819
Piranha,0.7868414965965731,580140.2308499205,5.413089987631641,579839957520.4419,6.506029606755897e-06,10.263656661868243,2.7239066381180974e-08,8.387858475806356,760.3875558146498
RCA-1,0.6388583600990889,217609.4173697266,10.223485848330778,149130951529.1654,4.131752963701324e-06,31.006299266398795,5.355042902100139e-09,9.584809144398715,551.8846406456469
Piranha,1.5843127194395614,613868.4786059028,13.165431456505129,581042860939.829,5.386189572239567e-06,28.116615704516427,1.6031321803424283e-08,9.951073490700491,338.2608371335615
HF Dip,0.4381761954855422,264753.006583534,2.7387313933265345,183493476572.58655,2.7377953722978837e-06,44.88718817117899,7.459294405855186e-10,11.422573680869958,288.954368470219
Piranha,1.095541390976362,949330.7620256918,12.111991673995108,591858071909.7649,5.827162826896679e-06,16.70376184509569,1.7925056630533852e-08,8.095617533800283,838.4448139790074
HF Dip,0.48178338767283696,230001.04231509048,1.6272431808547005,175377470281.3047,3.2308391278795067e-06,56.14032005899503,1.21881769934717e-09,11.773627046545931,78.22492384779133
HF Dip,0.42737538879786885,260736.50256542445,1.9789114436417221,237320627885.76154,2.7554783230788545e-06,34.03987520969693,8.647266924999161e-10,11.538277418323812,198.51981348235464
HF Dip,0.3005989245312771,192374.61470901748,1.9319734226699532,159134564119.39035,2.9259727449397244e-06,59.0956317604183,8.373633202145024e-10,10.252845187984475,143.5180077034283
HF Dip,0.5998203108918945,60171.964540811285,1.7160983561602383,360039325333.0506,2.99995898845697e-06,24.309857225364347,8.559881068704516e-10,11.432245717097489,226.97779049693798
SC-1,0.8165115119206034,555845.068005831,4.8392381135842335,456835214082.4607,4.647262029214172e-06,23.51905875849197,4.476540832952434e-09,8.645172956369251,426.3442867143708
RCA-1,0.6710570726965179,306747.03401425004,7.4046534954180405,272877369944.75815,3.972477000643021e-06,34.154153508795616,3.654833804660919e-09,10.938888980601366,61.16557685210364
HF Dip,0.6841573821074416,273595.40523102804,2.1640735202273835,243080865160.26233,2.1746494031771595e-06,35.7611326471864,1.175923519748374e-09,10.940208838941224,234.21019342247837
UV/Ozone,0.46438351141826695,133800.55740613095,0.36758944794199466,55258440814.95226,2.409549195752394e-06,60.2221939594329,8.442064621094352e-11,12.057034559604029,27.419866873842775
UV/Ozone,0.29833541444874667,107046.63353569928,0.3549655739884381,139787040754.59503,1.911780729369515e-06,33.665654701974134,1.0776748899075715e-10,12.273712999164246,54.3128093365066
RCA-1,0.8195331468823593,249544.74421271886,10.441497821118606,366708160368.2739,5.565342394147233e-06,31.58042715369807,6.989298686841373e-09,9.238726624853964,465.23447253005884
HF Dip,0.7693925566621863,252441.41964472737,2.192914360524831,221049369999.02155,4.444248107056057e-06,35.827387549506994,1.2482306480703305e-09,11.00564080874225,119.64262792278157
HF Dip,0.3679930359824449,201015.96360770302,2.3021496277127,206880930429.96924,2.2817965590304396e-06,49.93353620033542,7.01945113647557e-10,10.767116326159703,145.23964110339523
HF Dip,0.5685149843240724,272027.94515280344,1.8596834368347048,295553094503.56323,3.6340537427103097e-06,49.42164297141942,1.0390843759867734e-09,10.361412789418223,203.53217497619812
UV/Ozone,0.3252056484214459,20678.80373899528,0.5396174076986275,89120999130.42445,1.6073426390785335e-06,56.764086845449896,1.528607082097222e-10,11.913906944911718,86.2815473589166
Piranha,1.1188242330667157,823719.9481033101,7.898312686290104,563040855604.2522,3.9398111038970775e-06,13.732431001846406,2.000304413035449e-08,6.475968359507725,998.4072145950914
HF Dip,0.3983970213829618,236320.84325428522,1.8347303809417999,104984616719.31827,3.3900667093858123e-06,41.35472282261902,8.863877262155651e-10,11.528994426449163,142.47985306599548
Piranha,0.9983598063746679,559105.1644971394,8.207816622134565,772215106956.5071,6.469450814607918e-06,20.323310601355224,1.406694737766723e-08,7.482436114765185,165.73761138828098
Piranha,0.9023860669267569,763239.9836464303,16.080601071846594,743647390249.1433,5.882215116233656e-06,18.39995202735561,1.473222867253293e-08,6.5578129435176375,720.9739269690182
Piranha,1.349966217991335,612246.9831246418,16.46637721192561,355384501820.72754,6.651691238477034e-06,19.106700897747917,2.9732344740823726e-08,9.108540380281438,197.62429525820795
HF Dip,0.6571785836788135,226785.8976844717,1.4281609904790127,206135599110.2944,2.838651664896237e-06,43.006829818389086,4.580555146067892e-10,10.635230367224302,300.6531317306543
SC-1,0.9984856800313596,422602.6229781201,6.340689660041722,547554191585.8147,3.7888717773708643e-06,23.272870984444655,9.136176377141332e-09,7.593948847729365,657.7001692243839
SC-1,0.9895091335863305,580460.5724115473,10.764497036028814,608165175264.4684,5.099068363082003e-06,20.539081435187356,9.132237754790475e-09,8.729636208463132,457.9003701947287
RCA-1,0.6399611995855821,243715.28661699238,8.497693228385074,297518706230.27094,2.8839974004630023e-06,36.68791705010178,3.061211929845604e-09,10.71975829499881,396.4673452617104
RCA-1,0.9837814754406281,172394.98878960803,7.490075583159763,376544684285.25586,4.223751255771224e-06,32.25357210658758,6.831206876473635e-09,9.3689117945347,107.54295610722062
Piranha,1.0283045141945395,833708.8490028086,16.563955343855767,685773734500.6292,6.692898982223144e-06,11.390716592553941,2.4918733801019508e-08,10.991343595266537,696.7990531481516
SC-1,0.5944294994743444,511427.3503420297,7.407014775512733,515244290089.9744,2.989868437118958e-06,28.74342663772158,1.7238132928615158e-08,9.456686200408642,933.2336164797805
HF Dip,0.44586229054770976,181068.43424611635,2.86310029135895,359313842216.63684,3.4312607113080413e-06,17.83131774262952,1.2207597445551272e-09,11.088536439389111,171.53344706611065
HF Dip,0.5650506300940855,255446.64174581447,2.4668302719860713,91237869491.005,2.9252291896450675e-06,38.81248260710265,8.160121899979875e-10,11.599573656653087,280.13766210422705
UV/Ozone,0.2643314170418478,23154.731216974847,0.49478123732812945,74461125303.55264,2.705962798245538e-06,62.82793183360273,7.231776111401305e-11,11.383837643357035,67.99450470554086
UV/Ozone,0.2978438587206894,86732.20013684155,0.7222062574008499,82240532516.71367,2.4818896624289984e-06,58.056691268403156,8.484239698768997e-11,11.579226538403216,51.217786480655725
HF Dip,0.53163684694634,260323.70295128948,2.304063319887506,223284284954.48184,3.138082347623662e-06,50.04557223247727,1.2804924652277684e-09,10.110571456955455,235.63790509637838
SC-1,1.0505762461069805,683345.1551064365,10.668176317270515,450040844556.2693,2.982299565716734e-06,19.14202580855608,1.260546150270712e-08,8.889665038295863,241.40911274880568
SC-1,1.047076515849808,258316.85251248907,8.284961500481549,448304304889.8457,4.221688593695566e-06,15.648786380116167,1.7647696439360135e-08,8.57941784935302,735.0135794687003
RCA-1,0.8182715508483623,299795.4323835999,9.055360954392487,282190299272.8456,3.606811984009347e-06,17.249283931843642,7.036746192097617e-09,10.039748172749258,59.72268696181615
HF Dip,0.45198692624422643,278657.62914658827,1.6020882337671514,285156902094.8198,3.791112756165578e-06,50.29599278476371,1.3144659686486867e-09,11.900190778179311,70.13572426033967
Piranha,1.167273057086378,766168.7049403938,21.553782225981763,481161365653.6876,5.065176569360092e-06,13.390583620147591,1.8915514036799468e-08,6.713567794402393,937.1910094007737
UV/Ozone,0.5260114006230152,135599.63183246,0.39030159872909825,190677850389.60217,2.0648407562451836e-06,76.96392322297048,2.5032267949568317e-11,12.383443734299835,54.48359374634657
UV/Ozone,0.3803523650254801,89575.46989157141,0.5629275664983963,94086067127.7032,1.748345604590787e-06,47.61550301809265,8.742659781113003e-11,12.493226115457233,60.52626604029373
